sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
10,"Dar nu ar fi ales un cuvânt mai puternic sau mai cald pentru a defini senzația care o reținea, deocamdată, să nu rupă relația.",ok,,,0.886387050151825,5.6272661134328565,-0.03536793409846044,0.24752187437674975,1.0315748453140259,1.7900516,0.125,7.616,6.7626875,0.8879579175420169,4.581134893000126,0.006506413919851184,4.574297222075984,23.295766009017825,34.32503453199752,38.91204181895591,38.91204419382848,8748.07421875,878.8583984375,108203,False,6.292690522968769e-05
11,"Dintr-o burgheză între două vârste, epuizată de cei patru copii, tunsoarea cu păr scurt o transforma într-o blondă frumoasă, sportivă și energică.",ok,,,0.8638818264007568,5.3083381774389,0.21153328345973,0.26002147749224785,1.3738770484924316,1.6810452,0.0,8.352,7.68,0.9195402298850573,5.353778622113168,0.009016369935125113,5.3443930021021515,27.211673547979444,39.7417472708039,45.14171667979099,45.14171905396506,8748.5859375,887.21337890625,122880,False,6.292690522968769e-05
12,"Ceva ușor, aerian, prețios, oriental. Alegerea unei femei cu trup svelt, o femeie care nu atârnă greu.",ok,,,0.8722724318504333,5.989150728459826,0.09607131602497282,0.37448319206235714,1.1227595806121826,1.8163811,0.058823529411764705,7.968,7.2,0.9036144578313253,4.871944268932566,0.008829963160678744,4.8626750039402395,22.76041521714069,34.18748562596738,39.08271288196556,39.08271525683813,8749.03125,881.9697265625,115200,True,6.292690522968769e-05
13,"Baltazar Balsan nu s-o si singur la librăria din Namur, că ceditorul venise de la Paris ca să-i ridice moralul, fapt care îl deprima și mai mult.",ok,,,0.9050878286361694,5.481919261425862,0.25375464738375175,0.2377517756622896,1.1872707605361938,1.6119127,0.0,8.064,7.488,0.9285714285714286,5.002751675900072,0.008205442922189832,4.99417698290199,24.354073351016268,36.558752784039825,41.60275725903921,41.60275844600983,8749.3359375,882.93115234375,119808,False,6.292690522968769e-05
14,"Jerome și Hugo, în spatele ei, tocmai descopereau deliciile televiziunii prin satelit și tot butonau de la un post la altul.",ok,,,0.8854188919067383,5.558114924321877,0.23466979489738823,0.4847584212691691,1.308336615562439,1.6902783,0.047619047619047616,7.808,7.008,0.8975409836065574,5.601312038023025,0.010082566877827048,5.590718931984156,20.297419502865523,32.18108697794378,37.821134734898806,37.82113829697482,8749.59765625,880.685546875,112128,False,6.292690522968769e-05
15,"Era epoca în care o întâlnise pe ea, femeia misterioasă, în orașul acela cetat, așezat precum o cunună pe un munte stâncos.",ok,,,0.8163073062896729,6.601069788835108,0.13060739236889948,0.5458701261829894,0.8939124345779419,1.9471174,0.0,7.936,7.584,0.9556451612903225,6.413076171884313,0.010646535083651543,6.40161871095188,31.435868731001392,46.49797145486809,52.95395908690989,52.95396146085113,8448.296875,881.89501953125,121344,False,6.292690522968769e-05
16,"Au întins așadar un cort pentru Absalom pe acoperiș, iar acesta a intrat la țiitoarele tatălui său sub privirea întregului Israel.",ok,,,0.7930688261985779,6.195301202514185,0.23861492246788135,0.22520986871899348,1.0261735916137695,2.508196,0.09523809523809523,8.672,8.288,0.9557195571955719,5.766967938048765,0.01057410892099142,5.755922470008954,26.703969076974317,38.74897304899059,44.55255024880171,44.552552623907104,8511.72265625,888.90771484375,132608,True,6.292690522968769e-05
17,"El a fortificat Rama ca să nu dea voie nimănui să iasă sau să intre în teritoriul lui Asa, regele lui Iuda.",ok,,,0.888183057308197,5.495858482946472,0.09521942631621379,0.27036084890949147,1.0695502758026123,2.6980557,0.0,8.832,7.744,0.8768115942028984,5.542652208125219,0.006970647955313325,5.53530162316747,23.012110125971958,34.33893664809875,39.88545233593322,39.88545471103862,8511.99609375,891.78125,123904,False,6.292690522968769e-05
18,"Oricine nu-l căuta pe Domnul Dumnezeul lui Israel trebuia să fie omorât, fie că era mic sau mare, bărbat sau femeie.",ok,,,0.8206015825271606,5.744338471466297,0.3263447090753906,0.24041824077075935,1.031550645828247,2.5766287,0.047619047619047616,8.736,7.84,0.8974358974358974,5.5698081739246845,0.007850439054891467,5.561538616893813,22.775879823137075,35.31274253805168,40.910461800172925,40.91046417504549,8512.328125,891.6572265625,125440,True,6.292690522968769e-05
19,"În a cincea zi s-a sculat dimineață ca să plece, dar tatăl fetei a zis, te rog, mai stai la mine ca să-ți refaci puterile.",ok,,,0.8235364556312561,5.888691096855928,0.25177666515206903,0.237893879014833,2.364901065826416,2.8385549,0.0,8.16,7.136,0.8745098039215686,5.128566479077563,0.006101542850956321,5.12208499899134,27.716045262059197,37.8793422030285,43.02180723589845,43.021809611003846,8512.73828125,883.5185546875,114176,True,6.292690522968769e-05
20,"Acesta a sunat din trâmbiță și a zis, Noi nu avem nicio parte de moștenire în David, n-avem nicio moștenire în fiul lui Ișai.",ok,,,0.826042652130127,5.482687919809723,0.25326218035349707,0.21152572104907325,2.2240116596221924,2.5649343,0.0,8.288,7.552,0.9111969111969112,5.12668104399927,0.0070691939909011126,5.119223601883277,25.565894057042897,36.52356116101146,41.66372757800855,41.66372995311394,8513.21484375,886.9853515625,120832,True,6.292690522968769e-05
21,"Au venit deci, au chemat străjerii de la poarta cetăţii şi le-au zis, Noi am intrat în tabăra arameilor şi iată că nu era nimeni acolo.",ok,,,0.8083329200744629,6.155324151744511,0.1542910940123618,0.19482590118344326,1.3218729496002197,1.9650952,0.15384615384615385,8.64,7.936,0.9185185185185184,5.488653725013137,0.006756934802979231,5.481501420028508,25.309495058842003,36.473740791901946,41.97117580077611,41.97117817495018,8513.796875,888.73974609375,126976,True,6.292690522968769e-05
22,"Câinii îi vor devora pe cei ai lui Bașa, care vor muri în cetate, iar păsările cerului îi vor devora pe cei care vor muri pe câmp.",ok,,,0.7566921710968018,5.650344841478911,0.11527978583852976,0.2386490988462156,1.9555202722549438,2.5566316,0.0,8.8,7.712,0.8763636363636362,5.6266918000765145,0.00726153701543808,5.619069322012365,24.459307465003803,37.091758656082675,42.736955740023404,42.7369581151288,8514.35546875,891.82080078125,123392,False,6.292690522968769e-05
23,"Din Iuda, căpeteniile peste mii erau Căpetenia Adna, însoțit de 300.000 de războinici viteji.",ok,,,0.7737075090408325,6.5025498969087145,0.16377294966095346,0.28603570196628003,0.783183753490448,2.5326426,0.2857142857142857,8.352,7.168,0.8582375478927203,5.3557566669769585,0.005892578046768904,5.349467530148104,23.071041847812012,33.75044816802256,39.144420515047386,39.14442288991995,8514.6875,887.27099609375,114688,False,6.292690522968769e-05
24,"Fiilor lui Israel le părea rău de fratele lor Beniamin și ziceau, Astăzi a fost nimicită o seminție din Israel.",ok,,,0.7664777636528015,6.038867456012762,0.18101565735088967,0.17098787738472956,2.3628010749816895,2.565249,0.1,7.904,6.688,0.8461538461538461,4.8959966278634965,0.005004476988688111,4.890544537920505,24.67703248304315,34.190728147979826,39.12971340911463,39.129715783987194,8514.9375,881.634765625,107008,True,6.292690522968769e-05
25,"Tinerii care copilăriseră împreună cu el i-au răspuns, acestui popor care ți-a zis, tatăl tău ne-a îngreunat jugul, 12.",ok,,,0.7761667966842651,6.067480574613316,0.26507277529096973,0.22997480915559737,0.8332290649414062,2.5378215,0.21052631578947367,7.84,6.773375,0.8639508928571429,4.886128961807117,0.00687685189768672,4.878817557822913,27.303057787939906,36.301976224873215,41.19178463588469,41.19178700982593,8515.27734375,881.37646484375,108374,True,6.292690522968769e-05
26,"Ilie le-a zis profeților lui Baal, Alegeți-vă un taur și pregătiți-l voi mai întâi, pentru că sunteți mai mulți.",ok,,,0.79981529712677,5.687210863120445,0.2768416234990546,0.17836971661943715,0.855714738368988,2.6994076,0.05263157894736842,7.84,6.656,0.8489795918367347,4.883655813056976,0.002797282999381423,4.880547456908971,25.117606912972406,34.34086007694714,39.2258777259849,39.225880100158975,8515.52734375,881.52294921875,106496,True,6.292690522968769e-05
27,"Saul a trimis la Ișai să-i spună, Dă-i voie lui David să rămână în slujba mea, pentru că a găsit bunăvoință înaintea mea.",ok,,,0.8248541951179504,5.340664522732218,0.21153726754604357,0.23953244119505576,1.4522688388824463,2.547338,0.0,8.608,7.392,0.8587360594795539,5.583107139915228,0.007810070877894759,5.574906446970999,25.836234351154417,37.34522620495409,42.939666139893234,42.93966970196925,8515.9609375,888.9072265625,118272,False,6.292690522968769e-05
28,"5 Atunci Hanun i-a luat pe slujitorii lui David, iar as, le-a tăiat hainele pe jumătate până la brâu și le-a dat drumul.",ok,,,0.8229174613952637,6.157002975033184,0.20093708159102217,0.23934360720352651,2.3297312259674072,2.3019621,0.13043478260869565,8.448,7.424,0.8787878787878788,5.226425074972212,0.004920179024338722,5.221217569895089,23.506992925191298,34.37059605005197,39.60756436502561,39.60756673896685,8516.16015625,887.693359375,118784,True,6.292690522968769e-05
29,Au mers pe urma lor până la Iordan şi iată că tot drumul era plin cu haine şi cu lucruri pe care le aruncase arameii în goana lor.,ok,,,0.8192978501319885,5.299974604121456,0.1335893130265669,0.22488725225564601,1.466980218887329,2.3809857,0.10714285714285714,8.448,7.648,0.9053030303030303,5.385902258101851,0.006962336832657456,5.37853980017826,23.73902374203317,35.382513135904446,40.774050327949226,40.77405389002524,8516.5546875,887.77685546875,122368,True,6.292690522968769e-05
30,"De asemenea, el a întrebat pe cineva care cheamă duhurile morților, cerând călăuzire, și nu l-a căutat pe Domnul.",ok,,,0.785321831703186,5.121957186086514,0.10363310345347485,0.21015484780590735,2.421600103378296,2.7018776,0.0,8.16,7.136,0.8745098039215686,5.066060978919268,0.006209588143974543,5.05943939788267,22.22715407703072,33.93174201995134,39.02158109098673,39.02158346492797,8516.7265625,883.97119140625,114176,True,6.292690522968769e-05
31,"În timp ce regele lui Israel trecea pe zid, o femeie a strigat către el zicând, Ajută-mă, o rege stăpânul meu!",ok,,,0.8109636306762695,5.417412537647639,0.15585132190967782,0.2489816591017283,1.356574535369873,2.3228917,0.09523809523809523,7.936,6.912,0.8709677419354839,5.019413081929088,0.006255893036723137,5.012825931888074,36.412627996876836,50.085839396109805,55.131160588003695,55.13116296310909,8392.05078125,881.4169921875,110592,True,6.292690522968769e-05
32,"Oamenii ajunși pe panta coborătoare a vieții sunt istoviți, roși de boli scâitoare, incapabili să scruteze viitorul, de la care știu că nu mai au nimic de așteptat.",ok,,,0.8519858121871948,5.5723200543180305,0.14395811360207175,0.21842232371171366,1.0120819807052612,2.0076308,0.03571428571428571,8.704,8.096,0.9301470588235293,6.970546395052224,0.013005702989175916,6.956893611932173,26.91588581399992,41.341179250972345,48.361176763894036,48.361180325970054,8325.234375,889.52587890625,129536,False,6.292690522968769e-05
33,Numai el și cu suveranul pontif își dădeau seama de urmările grave pe care le-ar putea avea pentru Europa căderea Constantinopolelui în mâna turcilor.,ok,,,0.8373813629150391,5.6867901072754306,0.13727434190849377,0.1896931736625797,1.102635145187378,1.8655668,0.041666666666666664,8.128,7.616,0.9370078740157479,5.211612300015986,0.0050543430261313915,5.206183956004679,23.285461416933686,32.81320286192931,38.0546104980167,38.054612872889265,8325.578125,885.9111328125,121856,False,6.292690522968769e-05
34,"Trimisese la Roma pe Fra Giovanni da Romano, franciscanul închizitor și agentul său de încredere în chestiunile legate de Sfântul Scaun.",ok,,,0.7966674566268921,6.1018339438959455,0.2729833992479107,0.23469700041060093,0.5456222891807556,1.9411024,0.09523809523809523,7.776,6.88,0.8847736625514403,6.5043868001084775,0.030652568908408284,6.47227147500962,31.033183473860845,45.422007750021294,51.95133975893259,51.951348070055246,8326.1640625,880.73681640625,110080,False,6.292690522968769e-05
35,"Flăcările torțelor înfipte în suporturi de fier, erau smulse încoace și încolo, de curentele înghețate de aer, care se vânzoleau prin uriașa încăpere.",ok,,,0.8383416533470154,5.965125309003528,0.24827302611292576,0.18541142389846432,1.1124317646026611,1.8631107,0.08695652173913043,8.16,7.68,0.9411764705882353,7.689297311939299,0.03102300805039704,7.656824609031901,39.89249897189438,67.5674315369688,75.30670594214462,75.30671425303444,8310.9296875,884.42578125,122880,False,6.292690522968769e-05
36,"Ceilalți fraței lui erau și mai goi, sufletește, plini de ifose, capricioși, violenți, socoteau că totul li se cuvine.",ok,,,0.8412297368049622,6.5605634283467715,0.13773089388135468,0.25384592172962955,0.93047034740448,2.3920565,0.0,8.288,7.072,0.8532818532818532,5.100173345999792,0.01688936701975763,5.082841114839539,24.654268346959725,33.25476394011639,38.37185395997949,38.371856335084885,8289.3046875,884.67919921875,113152,False,6.292690522968769e-05
37,"Regina, uluite de această neașteptată explozie de autoritate, își retractase porunca, făcându-și firești rezerve mentale.",ok,,,0.8402857780456543,5.706057129115844,0.20598856734418797,0.2404807345481023,0.9513125419616699,2.1403675,0.06666666666666667,7.808,6.88,0.8811475409836066,4.936744822887704,0.003413492115214467,4.932988199871033,26.26409159298055,35.51086995191872,40.47422576905228,40.47422814392485,8290.0859375,880.9833984375,110080,False,6.292690522968769e-05
38,"Poetul diplomat dibui o librărie cu rafturile încărcate de cărți legate în piele și cu manuscrise făcute sul, orânduite prin dulapuri cu geamuri.",ok,,,0.875083863735199,5.636608579826627,0.20577845145207094,0.2568132340575389,0.5239543318748474,1.8390207,0.21739130434782608,8.224,7.424,0.9027237354085603,5.159987231949344,0.003786306129768491,5.155796056846157,29.094039533054456,38.697499956935644,43.886416984023526,43.88641935796477,8291.0390625,885.9111328125,118784,False,6.292690522968769e-05
39,"Frasii tăi mai vârstnici mânuiesc cu dibăcie armele și au dat în repetate rând urdovată de îndrăzneală, tenacitate și spirit de inițiativă.",ok,,,0.8678866624832153,5.714765556973503,0.20432064553792487,0.19507007467407192,1.2439849376678467,2.0332685,0.18181818181818182,8.16,7.168,0.8784313725490196,4.963996960083023,0.0033363180700689554,4.960214216960594,29.145420014858246,38.80029416689649,43.7867881199345,43.78679168201052,8291.87109375,883.7177734375,114688,False,6.292690522968769e-05
40,"În oalele gospodinilor erau puși la fiert guzgan și pisici, șerpi și șopârle, vrăbii și bufnise care aveau o mare căutare.",ok,,,0.7776695489883423,5.667655211180972,0.14971452618119993,0.20787512209191875,1.271724820137024,2.0792613,0.0,8.032,7.328,0.9123505976095618,4.952329346211627,0.0036711369175463915,4.948246216168627,28.168807344976813,37.222769090905786,42.211949907941744,42.21195228211582,8292.546875,882.33935546875,117248,False,6.292690522968769e-05
41,"Să împlinesc astăzi 57 de zile de când nelegiuitul Padișah ne-a împresurat, lovindu-ne cu toate armatele, tunurile și mașinile lui de război.",ok,,,0.8052359223365784,6.816985186485938,0.13981395182198447,0.1939215170396741,1.1052756309509277,1.8664427,0.09090909090909091,8.672,8.096,0.9335793357933578,5.574154885020107,0.008157949894666672,5.565577818080783,29.07265385403298,40.38207097002305,45.979210830060765,45.97921320400201,8293.4140625,889.0498046875,129536,False,6.292690522968769e-05
42,"Marele Consiliu al Imperiului a ajuns să aibă atribuțiile unui simplu Consiliu Municipal, rostis odată Alexios Lascaris, președintele Senatului.",ok,,,0.8330724239349365,5.807043873596218,0.20156246441165165,0.20483631044889458,1.034015417098999,2.0052059,0.0,8.576,8.0426875,0.9378133745335819,5.435264327097684,0.005652744090184569,5.42928507598117,27.046034269034863,39.202728904085234,44.64529395010322,44.645295137073845,8294.14453125,888.76611328125,128683,False,6.292690522968769e-05
43,"El, portarul, trimisese străji la hanul unde trăsese tânărul, spre a-i cerceta identitatea, dar acesta plecase în dimineața aceleiași zile.",ok,,,0.8422085046768188,6.3996469397652795,0.17307584325577474,0.3106992635556481,1.4110575914382935,2.0151067,0.0,8.032,7.456,0.9282868525896415,5.150227612117305,0.007434882922098041,5.14239142020233,26.16519054491073,37.00744717102498,42.20450671296567,42.20450908807106,8295.0546875,882.67138671875,119296,False,6.292690522968769e-05
44,"Câțiva dintre supușii săi, cu renume în mânuirea armelor, au fost trimiți spre a-și măsura puterile cu vitejii tăi și cu ceilalți cavaleri creștini.",ok,,,0.8294363021850586,6.488003512175112,0.26282954471287767,0.25137811016009964,1.554931879043579,2.0267236,0.08333333333333333,7.84,7.136,0.9102040816326531,4.992282049031928,0.0053476071916520596,4.986601998098195,26.49435570393689,38.35564610501751,43.35169308818877,43.35169546213001,8295.4140625,881.13037109375,114176,False,6.292690522968769e-05
45,"Lucas Notaras, care vânează de multe vreme demnitatea de Mare Logofăt, se laude pretutindeni că nu fac nicio mișcare fără să-i cer povața.",ok,,,0.8241315484046936,5.9157040998694725,0.2111718035147702,0.18741754908629296,1.2159781455993652,1.9637771,0.08695652173913043,7.872,7.008,0.8902439024390244,4.947280938969925,0.006386496126651764,4.94052519206889,27.304370942991227,36.689613620052114,41.68093039304949,41.68093276792206,8303.53515625,881.59814453125,112128,True,6.292690522968769e-05
46,"Tot umblând după leșul acestuia, își mai afunda mâinile și prin buzunarele, chimirele și pungile altor morți, așa ca să nu-și pierdă obișnuința.",ok,,,0.8276576995849609,5.9899853328014725,0.2006044183679328,0.2640399592807405,1.4583605527877808,2.043763,0.0,8.256,7.488,0.9069767441860466,4.857238348806277,0.0054936460219323635,4.851417009020224,29.294473874848336,41.855412693927065,46.744023117935285,46.74402549187653,8304.62109375,885.9111328125,119808,False,6.292690522968769e-05
47,"Semilunile cădeau pe străzi, pe acoperișuri, în curți, iar în locurile în care luau contact cu pământul, se înmulțeau coiuțeale uluitoare.",ok,,,0.7951686382293701,5.8767675963928685,0.19669681633398453,0.19506703503353492,1.2953816652297974,2.0953505,0.09523809523809523,8.704,8.192,0.9411764705882353,5.462643506005406,0.010610915953293443,5.4516360310371965,27.029566393932328,38.5097875520587,44.00777346896939,44.007775844074786,8305.625,889.412109375,131072,False,6.292690522968769e-05
